company_id,scenario,candidate_id,first_name,last_name,full_name,gender,city_name,high_school_name,college_name,age,years_experience,education_level,high_school_gpa,college_gpa,interview_score,test_score,referral_flag,family_link_flag,close_family_relation_flag,same_high_school_flag,same_city_flag,same_college_flag,same_last_name_flag,connection_strength,merit_score,discretionary_channel,hired_flag,has_college,hs_gpa_zscore,college_gpa_zscore,combined_academic_score,experience_age_ratio,is_high_connection,is_family_or_referral
MER-01,Merit-based,CMER0100035,Ori,Vaknin,Ori Vaknin,Male,Tel Aviv,Herzliya Hebrew Gymnasium,Reichman University,31,8,Bachelor,80.3,71.2,67.8,71.7,0,0,0,0,0,0,0,0.14,68.5,none,0,1,-0.45469735660125404,-1.615982577764996,-1.2675970114158734,0.25,1,0
MER-01,Merit-based,CMER0100036,Lihi,Sasson,Lihi Sasson,Female,Haifa,Hogim High School,Technion,40,16,Bachelor,79.7,88.3,93.4,71.8,0,0,0,0,1,0,0,0.31,86.0,internal_source,0,1,-0.5304653321806008,0.7387222182962676,0.3579659531532071,0.3902439024390244,1,0
MER-01,Merit-based,CMER0100037,Yael,Peretz,Yael Peretz,Female,Haifa,Ironi Hey Haifa,The Open University of Israel,28,3,Bachelor,81.4,85.0,81.4,83.2,0,0,0,0,1,1,0,0.23,75.8,alumni_network,0,1,-0.31578940137244926,0.2843055032669011,0.104277031875096,0.10344827586206896,1,0
MER-01,Merit-based,CMER0100038,Tomer,Avraham,Tomer Avraham,Male,Holon,ORT Holon,Bar-Ilan University,26,0,Bachelor,81.4,95.9,73.9,100.0,0,0,0,0,0,0,0,0.22,79.0,none,0,1,-0.31578940137244926,1.7852576832123863,1.1549435578369356,0.0,1,0
MER-01,Merit-based,CMER0100039,Roee,Dahan,Roee Dahan,Male,Haifa,Ironi Hey Haifa,University of Haifa,37,10,Master,72.6,69.7,70.5,55.2,1,1,0,1,1,0,0,0.5,64.9,legacy_referral,0,1,-1.4270530432028803,-1.822535630051072,-1.7038908539966144,0.2631578947368421,1,1
MER-01,Merit-based,CMER0100040,Shira,Cohen,Shira Cohen,Female,Haifa,Ironi Hey Haifa,Technion,34,9,Bachelor,84.3,80.5,83.3,76.1,0,0,0,0,1,0,0,0.15,77.8,internal_source,0,1,0.05042248059439572,-0.33535365359132635,-0.2196208133356097,0.2571428571428571,1,0
MER-01,Merit-based,CMER0100041,Omer,Shapiro,Omer Shapiro,Male,Beersheba,Makif Vav Beersheba,,40,21,High School,83.7,,97.7,87.0,0,0,0,0,0,0,0,0.1,91.8,none,0,0,-0.025345494984951027,0.0,-0.025345494984951027,0.5121951219512195,1,0
MER-01,Merit-based,CMER0100042,Noam,Katz,Noam Katz,Male,Tel Aviv,The Hebrew Reali School,University of Haifa,32,9,Bachelor,83.8,72.5,68.1,62.5,1,1,0,1,0,1,0,0.44,66.5,legacy_referral,0,1,-0.0127174990550605,-1.4369699324503975,-1.0096942024317965,0.2727272727272727,1,1
MER-01,Merit-based,CMER0100043,Noam,Amar,Noam Amar,Male,Kfar Saba,Rabin High School Kfar Saba,Tel Aviv University,27,4,Bachelor,90.0,74.9,73.6,83.4,1,0,0,0,0,0,0,0.07,72.1,referral,0,1,0.770218248598197,-1.1064850487926754,-0.5434740595754137,0.14285714285714285,1,1
MER-01,Merit-based,CMER0100044,Ori,Halabi,Ori Halabi,Male,Ashdod,Makif Tet Ashdod,Ben-Gurion University of the Negev,44,21,Bachelor,79.1,78.1,66.8,54.6,0,0,0,0,0,0,0,0.07,69.2,none,0,1,-0.6062333077599493,-0.6658385372490485,-0.6479569684023188,0.4666666666666667,1,0
MER-01,Merit-based,CMER0100045,Adi,Hassan,Adi Hassan,Female,Haifa,Hogim High School,University of Haifa,25,1,Bachelor,97.1,84.6,59.5,80.0,0,0,0,0,1,0,0,0.12,65.8,internal_source,0,1,1.6668059596204747,0.2292246893239468,0.6604990704129051,0.038461538461538464,1,0
MER-01,Merit-based,CMER0100046,David,Katz,David Katz,Male,Tel Aviv,Herzliya Hebrew Gymnasium,Bar-Ilan University,27,2,Bachelor,73.0,85.9,56.5,72.2,0,0,0,0,0,0,0,0.05,63.1,none,0,1,-1.3765410594833145,0.40823733463854744,-0.1271961835980111,0.07142857142857142,1,0
MER-01,Merit-based,CMER0100047,Yair,Ben-David,Yair Ben-David,Male,Modi'in-Maccabim-Re'ut,Ironi Aleph Modi'in,Hebrew University of Jerusalem,21,0,Bachelor,73.7,89.2,63.3,67.4,0,0,0,0,0,0,0,0.05,62.7,none,0,1,-1.2881450879740755,0.8626540496679138,0.217414308375317,0.0,1,0
MER-01,Merit-based,CMER0100048,Ori,Vaknin,Ori Vaknin,Male,Jerusalem,Boyer High School,,26,6,High School,79.5,,60.8,60.6,1,0,0,0,0,0,0,0.16,62.4,referral,0,0,-0.5557213240403837,0.0,-0.5557213240403837,0.2222222222222222,1,1
MER-01,Merit-based,CMER0100049,Ido,Cohen,Ido Cohen,Male,Eilat,Rabin High School Eilat,Sapir College,49,26,Bachelor,83.8,81.8,67.3,74.4,0,0,0,0,0,0,0,0.14,77.0,none,0,1,-0.0127174990550605,-0.1563410082767277,-0.11325395551022753,0.52,1,0
MER-01,Merit-based,CMER0100050,Neta,Ohayon,Neta Ohayon,Female,Haifa,The Hebrew Reali School,,25,6,High School,94.3,,91.0,84.2,0,0,0,0,1,0,0,0.18,83.6,internal_source,0,0,1.31322207358352,0.0,1.31322207358352,0.23076923076923078,1,0
MER-01,Merit-based,CMER0100051,David,Dayan,David Dayan,Male,Haifa,Hogim High School,University of Haifa,21,0,Bachelor,83.6,87.3,67.2,62.0,1,0,0,0,1,0,0,0.23,61.8,manager_endorsement,0,1,-0.037973490914843346,0.6010201834388836,0.4093220811327655,0.0,1,1
MER-01,Merit-based,CMER0100052,Roni,Kadosh,Roni Kadosh,Female,Ashdod,Makif Aleph Ashdod,Ben-Gurion University of the Negev,42,16,Master,94.2,88.1,93.9,100.0,0,0,0,0,0,0,0,0.11,96.1,none,0,1,1.3005940776536296,0.7111818113247904,0.8880054912234421,0.37209302325581395,1,0
MER-01,Merit-based,CMER0100053,Nadav,Berkowitz,Nadav Berkowitz,Male,Haifa,The Hebrew Reali School,University of Haifa,37,10,Bachelor,82.0,88.8,74.7,87.8,0,0,0,0,1,1,0,0.24,81.6,alumni_network,0,1,-0.24002142579310254,0.8075732357249595,0.49329483726954093,0.2631578947368421,1,0
MER-01,Merit-based,CMER0100054,Tamar,Shapiro,Tamar Shapiro,Female,Tel Aviv,Alliance High School Tel Aviv,Bar-Ilan University,27,2,Bachelor,78.2,78.5,70.1,75.3,0,0,0,0,0,0,0,0.11,67.2,none,0,1,-0.7198852711289695,-0.6107577233060941,-0.6434959876529567,0.07142857142857142,1,0
MER-01,Merit-based,CMER0100055,Amit,Dahan,Amit Dahan,Male,Ra'anana,MetroWest High School,Reichman University,39,13,Bachelor,96.6,93.0,91.8,94.2,0,0,0,0,0,0,0,0.05,92.7,none,0,1,1.6036659799710185,1.3859217821259722,1.451245041479486,0.325,1,0
MER-01,Merit-based,CMER0100056,Noam,Halabi,Noam Halabi,Male,Bnei Brak,Ohel Shem Religious High School,Bar-Ilan University,35,12,Bachelor,72.9,87.7,67.8,70.8,1,0,0,0,0,0,0,0.15,74.7,referral,0,1,-1.389169055413205,0.656100997381838,0.04251998154332509,0.3333333333333333,1,1
MER-01,Merit-based,CMER0100057,Omer,Malka,Omer Malka,Male,Petah Tikva,Amit Bar Ilan Petah Tikva,Ono Academic College,28,1,Bachelor,91.0,94.5,73.1,75.9,0,0,0,0,0,0,0,0.12,70.8,none,0,1,0.8964982078971094,1.592474834412048,1.3836818464575664,0.034482758620689655,1,0
MER-01,Merit-based,CMER0100058,Ariel,Ben-David,Ariel Ben-David,Male,Beersheba,Makif Aleph Beersheba,The Open University of Israel,27,0,Bachelor,87.9,81.7,51.4,51.2,0,0,0,0,0,0,0,0.08,51.7,none,0,1,0.5050303340704816,-0.17011121176246533,0.03243125198741875,0.0,1,0
MER-01,Merit-based,CMER0100059,Ariel,Nasser,Ariel Nasser,Male,Haifa,The Hebrew Reali School,,27,5,High School,69.4,,56.8,46.8,1,0,0,1,1,0,0,0.43,53.4,legacy_referral,0,0,-1.8311489129593985,0.0,-1.8311489129593985,0.17857142857142858,1,1
MER-01,Merit-based,CMER0100060,Noa,Levi,Noa Levi,Female,Haifa,The Hebrew Reali School,,47,25,High School,84.9,,83.4,63.4,0,0,0,0,1,0,1,0.17,79.1,internal_source,0,0,0.12619045617374428,0.0,0.12619045617374428,0.5208333333333334,1,0
MER-01,Merit-based,CMER0100061,Roni,Kadosh,Roni Kadosh,Female,Eilat,Rabin High School Eilat,Sapir College,27,0,Bachelor,81.3,87.6,64.3,55.7,0,0,0,0,0,0,0,0.01,58.6,none,0,1,-0.3284173973023416,0.6423307938960985,0.3511063365365664,0.0,1,0
MER-01,Merit-based,CMER0100062,Ori,Friedman,Ori Friedman,Male,Haifa,Ironi Hey Haifa,,27,7,High School,100.0,,70.5,80.7,1,1,0,0,1,0,0,0.35,77.6,manager_endorsement,0,0,2.0330178415873212,0.0,2.0330178415873212,0.25,1,1
MER-01,Merit-based,CMER0100063,Omer,Malka,Omer Malka,Male,Haifa,Hogim High School,University of Haifa,42,19,Bachelor,74.5,89.4,85.8,70.2,0,0,0,1,1,0,0,0.32,83.1,legacy_referral,0,1,-1.187121120534946,0.890194456639391,0.2669997834870899,0.4418604651162791,1,0
MER-01,Merit-based,CMER0100064,Moran,Sharabi,Moran Sharabi,Female,Haifa,The Hebrew Reali School,Technion,27,1,Bachelor,93.5,83.8,55.4,68.1,0,0,0,0,1,0,0,0.3,60.1,internal_source,0,1,1.2121981061443905,0.11906306143804007,0.44700357484994513,0.03571428571428571,1,0
MER-01,Merit-based,CMER0100065,Alon,Biton,Alon Biton,Male,Ashdod,Makif Aleph Ashdod,Ben-Gurion University of the Negev,40,15,Master,81.6,97.5,95.8,100.0,0,0,0,0,0,0,0,0.15,98.5,none,0,1,-0.2905334095126682,2.0055809389842,1.3167466344351393,0.36585365853658536,1,0
MER-01,Merit-based,CMER0100066,David,Mizrahi,David Mizrahi,Male,Modi'in-Maccabim-Re'ut,Ironi Aleph Modi'in,,21,0,High School,88.2,,83.1,83.3,0,0,0,0,0,0,0,0.14,74.7,none,0,0,0.542914321860155,0.0,0.542914321860155,0.0,1,0
MER-01,Merit-based,CMER0100067,Neta,Turgeman,Neta Turgeman,Female,Jerusalem,Gymnasia Rehavia,Hadassah Academic College,41,16,Bachelor,94.2,99.0,98.8,100.0,1,0,0,0,0,0,0,0.13,99.9,referral,0,1,1.3005940776536296,2.2121339912702758,1.9386720171852818,0.38095238095238093,1,1
MER-01,Merit-based,CMER0100068,Shira,Malka,Shira Malka,Female,Ashkelon,Rabin High School Ashkelon,Sapir College,35,5,Doctorate,84.0,89.5,73.7,63.1,0,0,0,0,0,0,0,0.09,68.7,none,0,1,0.012538492804722348,0.9039646601251287,0.6365368099290067,0.1388888888888889,1,0
MER-01,Merit-based,CMER0100069,Alon,Sasson,Alon Sasson,Male,Netanya,ORT Yad Leibovitch Netanya,Tel Aviv University,26,1,Bachelor,81.0,78.7,60.2,55.6,0,0,0,0,0,0,0,0.12,56.3,none,0,1,-0.366301385092015,-0.583217316334617,-0.5181425369618364,0.037037037037037035,1,0
MER-01,Merit-based,CMER0100070,Eitan,Berkowitz,Eitan Berkowitz,Male,Netanya,Rabin High School Netanya,Tel Aviv University,41,16,Bachelor,84.9,89.0,66.4,82.9,1,0,0,0,0,0,0,0.22,81.2,referral,0,1,0.12619045617374428,0.8351136426964367,0.622436686739629,0.38095238095238093,1,1
MER-01,Merit-based,CMER0100071,Einav,Cohen,Einav Cohen,Female,Ra'anana,MetroWest High School,Reichman University,32,5,Master,91.1,88.6,66.9,76.4,1,0,0,0,0,0,1,0.17,71.0,referral,0,1,0.9091262038269999,0.7800328287534823,0.8187608412755375,0.15151515151515152,1,1
MER-01,Merit-based,CMER0100072,Adi,Levi,Adi Levi,Female,Tel Aviv,Herzliya Hebrew Gymnasium,Reichman University,21,0,Bachelor,75.5,74.4,35.0,57.2,0,0,0,0,0,0,0,0.14,46.8,none,0,1,-1.0608411612360333,-1.1753360662213674,-1.1409875947257673,0.0,1,0
MER-01,Merit-based,CMER0100073,Adi,Cohen,Adi Cohen,Female,Rishon LeZion,Ironi Gimel Rishon LeZion,Tel Aviv University,31,8,Bachelor,82.2,69.5,64.8,50.9,0,0,0,0,0,0,1,0.08,59.9,referral,0,1,-0.21476543393331968,-1.850076037022549,-1.3594828560957801,0.25,1,0
MER-01,Merit-based,CMER0100074,Noam,Hassan,Noam Hassan,Male,Haifa,The Hebrew Reali School,University of Haifa,33,10,Bachelor,83.6,96.6,77.9,68.8,0,0,0,0,1,0,0,0.18,77.5,internal_source,0,1,-0.037973490914843346,1.8816491076125534,1.3057623280543342,0.29411764705882354,1,0
MER-01,Merit-based,CMER0100075,Omer,Hassan,Omer Hassan,Male,Ramat Gan,Ohel Shem,Bar-Ilan University,23,0,Bachelor,92.1,86.1,63.8,54.0,0,0,0,0,0,0,0,0.13,57.6,none,0,1,1.0354061631259124,0.43577774161002264,0.6156662680647895,0.0,1,0
MER-01,Merit-based,CMER0100076,David,Friedman,David Friedman,Male,Haifa,The Hebrew Reali School,Technion,43,19,Bachelor,80.9,82.2,91.1,47.9,0,0,0,0,1,1,0,0.21,75.7,alumni_network,0,1,-0.3789293810219055,-0.10126019433377337,-0.184560950340213,0.4318181818181818,1,0
MER-01,Merit-based,CMER0100077,Noam,Biton,Noam Biton,Male,Holon,Ironi Gimel Holon,Tel Aviv University,29,3,Bachelor,87.7,99.0,69.3,92.0,0,0,0,0,0,0,0,0.09,77.7,none,0,1,0.47977434221069876,2.2121339912702758,1.6924260965524025,0.1,1,0
MER-01,Merit-based,CMER0100078,Ariel,Friedman,Ariel Friedman,Male,Bat Yam,Ramot High School Bat Yam,,24,5,High School,95.8,,72.1,63.3,0,0,0,0,0,0,0,0.03,69.6,none,0,0,1.502642012531889,0.0,1.502642012531889,0.2,1,0
MER-01,Merit-based,CMER0100079,Adi,Levi,Adi Levi,Female,Petah Tikva,Amit Bar Ilan Petah Tikva,,36,16,High School,78.9,,73.9,81.4,0,0,0,0,0,0,0,0.07,81.1,none,1,0,-0.6314892996197304,0.0,-0.6314892996197304,0.43243243243243246,1,0
MER-01,Merit-based,CMER0100080,Roee,Dahan,Roee Dahan,Male,Haifa,Ironi Hey Haifa,University of Haifa,27,0,Master,80.9,81.0,63.6,60.5,0,1,0,1,1,0,0,0.36,58.8,legacy_referral,0,1,-0.3789293810219055,-0.2665026361626344,-0.30023065962041573,0.0,1,1
MER-01,Merit-based,CMER0100081,Ori,Malka,Ori Malka,Male,Haifa,Ironi Hey Haifa,Technion,21,0,Bachelor,82.3,78.8,56.3,77.4,1,0,0,1,1,1,0,0.51,61.8,legacy_referral,0,1,-0.20213743800342918,-0.5694471128488794,-0.4592542103952443,0.0,1,1
MER-01,Merit-based,CMER0100082,Amit,Nasser,Amit Nasser,Male,Petah Tikva,Golda High School,Ono Academic College,29,5,Bachelor,89.9,85.2,71.0,74.4,0,0,0,0,0,0,0,0.16,71.0,none,0,1,0.7575902526683065,0.3118459102383783,0.44556921296735674,0.16666666666666666,1,0
MER-01,Merit-based,CMER0100083,Lihi,Cohen,Lihi Cohen,Female,Rishon LeZion,Ironi Gimel Rishon LeZion,Tel Aviv University,21,0,Bachelor,89.6,79.9,92.8,100.0,0,0,0,0,0,0,0,0.08,82.1,none,0,1,0.7197062648786313,-0.41797487450575593,-0.07667053269043975,0.0,1,0
MER-01,Merit-based,CMER0100084,David,Sadeh,David Sadeh,Male,Haifa,Hogim High School,University of Haifa,29,4,Bachelor,90.0,89.9,41.4,59.8,0,0,0,1,1,0,0,0.36,56.2,legacy_referral,0,1,0.770218248598197,0.9590454740680829,0.9023973064271171,0.13333333333333333,1,0
MER-01,Merit-based,CMER0100085,Ariel,Ben-Ami,Ariel Ben-Ami,Male,Herzliya,The New High School Herzliya,Reichman University,28,4,Bachelor,100.0,94.6,81.2,98.6,0,0,0,0,0,0,0,0.12,83.9,none,0,1,2.0330178415873212,1.6062450378977857,1.7342768790046463,0.13793103448275862,1,0
MER-01,Merit-based,CMER0100086,Nadav,Shapiro,Nadav Shapiro,Male,Haifa,Ironi Hey Haifa,Technion,42,19,Bachelor,79.3,83.0,72.9,58.3,1,0,0,1,1,1,0,0.56,73.5,legacy_referral,0,1,-0.5809773159001664,0.008901433552133351,-0.16806219128355657,0.4418604651162791,1,1
