company_id,scenario,employee_id,candidate_id,first_name,last_name,full_name,gender,city_name,high_school_name,college_name,department_id,manager_id,role_level,age,years_experience,education_level,high_school_gpa,college_gpa,referral_flag,family_link_flag,close_family_relation_flag,same_high_school_flag,same_city_flag,same_college_flag,same_last_name_flag,connection_strength,merit_score,discretionary_channel,tenure_months,performance_score,salary,promoted_flag,months_to_promotion,tenure_years,high_performer_flag,salary_band,performance_salary_gap,is_high_connection,promotion_eligible_flag
MER-02,Merit-based,EMER0200027,CMER0200027,Yarden,Friedman,Yarden Friedman,Female,Nazareth,Baptist High School Nazareth,University of Haifa,EXEC,,5,54,28,Bachelor,84.1,94.8,0,1,0,0,0,0,0,0.21,85.4,none,63,71.4,50300.0,0,,5.25,0,4,13960.0,1,1
MER-02,Merit-based,EMER0200069,CMER0200069,Tamar,Malka,Tamar Malka,Female,Ashdod,Makif Tet Ashdod,Ben-Gurion University of the Negev,D01,EMER0200078,1,27,0,Bachelor,95.9,92.9,1,0,0,0,0,0,1,0.22,80.6,referral,17,74.2,10100.0,0,,1.4166666666666667,0,1,0.0,1,0
MER-02,Merit-based,EMER0200078,CMER0200078,Adi,Shapiro,Adi Shapiro,Female,Beersheba,Makif Aleph Beersheba,,D01,EMER0200027,4,39,20,High School,100.0,,0,0,0,0,0,0,0,0.1,89.5,none,66,78.5,34700.0,0,,5.5,1,4,7666.666666666668,1,1
MER-02,Merit-based,EMER0200092,CMER0200092,Nadav,Buzaglo,Nadav Buzaglo,Male,Ashkelon,ORT Afridar Ashkelon,The Open University of Israel,D03,EMER0200260,3,39,15,Bachelor,83.3,80.6,0,0,0,0,0,0,0,0.09,94.9,none,43,71.4,22500.0,0,,3.5833333333333335,0,2,-13840.0,1,0
MER-02,Merit-based,EMER0200099,CMER0200099,Lihi,Malka,Lihi Malka,Female,Petah Tikva,Golda High School,Ono Academic College,D01,EMER0200078,1,26,2,Bachelor,87.5,96.4,0,0,0,0,1,0,0,0.23,79.0,internal_source,20,67.6,9900.0,0,,1.6666666666666667,0,1,0.0,1,0
MER-02,Merit-based,EMER0200159,CMER0200159,Hila,Levi,Hila Levi,Female,Rehovot,De Shalit High School,The Open University of Israel,D01,EMER0200078,3,34,10,Bachelor,86.0,88.2,0,0,0,0,0,0,1,0.08,78.5,referral,45,68.1,22200.0,0,,3.75,0,2,-7500.0,1,0
MER-02,Merit-based,EMER0200169,CMER0200169,Maya,Peretz,Maya Peretz,Female,Haifa,Ironi Hey Haifa,Technion,D02,EMER0200251,3,35,12,Bachelor,83.8,88.2,1,0,0,0,0,0,0,0.11,90.4,referral,49,76.1,23100.0,0,,4.083333333333333,1,3,-2840.0,1,0
MER-02,Merit-based,EMER0200176,CMER0200176,Yael,Levi,Yael Levi,Female,Petah Tikva,Amit Bar Ilan Petah Tikva,Bar-Ilan University,D01,EMER0200078,2,32,5,Bachelor,86.9,96.2,0,0,0,0,0,0,0,0.03,90.1,none,7,68.7,14400.0,0,,0.5833333333333334,0,1,-3675.0,1,0
MER-02,Merit-based,EMER0200220,CMER0200220,Michal,Sharabi,Michal Sharabi,Female,Petah Tikva,Amit Bar Ilan Petah Tikva,,D03,EMER0200260,3,36,15,High School,83.3,,0,1,0,0,0,0,0,0.2,89.5,none,47,73.2,22800.0,0,,3.9166666666666665,0,2,-3700.0,1,0
MER-02,Merit-based,EMER0200251,CMER0200251,Ariel,Azoulay,Ariel Azoulay,Male,Holon,Kugel High School,Ono Academic College,D02,EMER0200027,4,40,15,Bachelor,83.2,90.7,0,0,0,0,0,0,0,0.1,92.8,none,44,79.2,34100.0,0,,3.6666666666666665,1,4,7200.0,1,0
MER-02,Merit-based,EMER0200260,CMER0200260,Lihi,Sharabi,Lihi Sharabi,Female,Jerusalem,Leyada High School,The Open University of Israel,D03,EMER0200027,4,44,16,Bachelor,95.0,89.1,0,0,0,0,0,0,0,0.05,93.8,none,54,73.8,33700.0,0,,4.5,0,4,7233.333333333332,1,0
MER-03,Merit-based,EMER0300007,CMER0300007,Yair,Katz,Yair Katz,Male,Netanya,ORT Yad Leibovitch Netanya,Tel Aviv University,D03,EMER0300231,3,40,17,Bachelor,82.1,84.4,0,0,0,0,0,1,0,0.12,89.9,alumni_network,32,70.1,22100.0,0,,2.6666666666666665,0,2,-5675.0,1,0
MER-03,Merit-based,EMER0300072,CMER0300072,Noa,Dayan,Noa Dayan,Female,Bnei Brak,Bnei Brak Municipal High School,The Open University of Israel,D01,EMER0300252,4,42,17,Master,91.5,90.4,0,0,0,0,0,0,0,0.08,78.7,none,86,76.4,35100.0,0,,7.166666666666667,1,4,-50.0,1,1
MER-03,Merit-based,EMER0300075,CMER0300075,Omer,Peretz,Omer Peretz,Male,Beersheba,Makif Aleph Beersheba,Ben-Gurion University of the Negev,D01,EMER0300072,2,33,6,Bachelor,87.5,80.4,0,0,0,0,0,0,0,0.14,79.1,none,26,67.3,14600.0,0,,2.1666666666666665,0,1,-11175.0,1,0
MER-03,Merit-based,EMER0300089,CMER0300089,Ariel,Harari,Ariel Harari,Male,Bnei Brak,Bnei Brak Municipal High School,The Open University of Israel,D02,EMER0300171,3,37,14,Bachelor,77.3,91.5,0,0,0,0,0,0,0,0.06,92.3,none,50,84.5,23900.0,0,,4.166666666666667,1,3,0.0,1,0
MER-03,Merit-based,EMER0300097,CMER0300097,Nadav,Peretz,Nadav Peretz,Male,Tel Aviv,Ironi Aleph High School,Reichman University,D03,EMER0300231,2,29,3,Bachelor,80.3,82.0,0,0,0,0,1,0,1,0.1,59.6,internal_source,26,62.8,14400.0,0,,2.1666666666666665,0,1,-3625.0,1,0
MER-03,Merit-based,EMER0300165,CMER0300165,Yael,Katz,Yael Katz,Female,Tel Aviv,Ironi Aleph High School,Tel Aviv University,D02,EMER0300171,3,34,11,Bachelor,88.7,83.0,1,0,0,0,1,0,0,0.28,81.1,manager_endorsement,53,64.4,22100.0,0,,4.416666666666667,0,2,5000.0,1,0
MER-03,Merit-based,EMER0300171,CMER0300171,Michal,Biton,Michal Biton,Female,Jerusalem,Gymnasia Rehavia,Hebrew University of Jerusalem,D02,EMER0300252,4,41,17,Bachelor,79.6,89.8,0,0,0,0,0,0,0,0.1,88.5,none,68,81.6,35200.0,0,,5.666666666666667,1,4,0.0,1,1
MER-03,Merit-based,EMER0300226,CMER0300226,Maya,Katz,Maya Katz,Female,Ramat Gan,Blich High School,Ono Academic College,D03,EMER0300231,3,30,7,Bachelor,94.1,97.2,0,0,0,0,0,0,0,0.13,92.9,none,40,73.5,22600.0,0,,3.3333333333333335,0,2,1725.0,1,0
MER-03,Merit-based,EMER0300231,CMER0300231,Noam,Mizrahi,Noam Mizrahi,Male,Beersheba,Makif Aleph Beersheba,,D03,EMER0300252,4,39,17,High School,94.7,,0,0,0,0,0,0,0,0.03,94.3,none,64,73.6,34000.0,0,,5.333333333333333,0,4,7433.333333333332,1,1
MER-03,Merit-based,EMER0300236,CMER0300236,Assaf,Amar,Assaf Amar,Male,Tel Aviv,Herzliya Hebrew Gymnasium,Tel Aviv University,D03,EMER0300231,3,38,15,Bachelor,80.7,76.3,0,0,0,1,1,1,0,0.31,84.7,legacy_referral,49,60.5,21700.0,0,,4.083333333333333,0,1,0.0,1,0
MER-03,Merit-based,EMER0300240,CMER0300240,Noa,Ben-David,Noa Ben-David,Female,Haifa,The Hebrew Reali School,Technion,D01,EMER0300072,3,34,10,Bachelor,78.0,84.9,0,0,0,0,0,0,0,0.08,88.9,none,32,66.4,21800.0,0,,2.6666666666666665,0,2,-3075.0,1,0
MER-03,Merit-based,EMER0300252,CMER0300252,Dana,Abutbul,Dana Abutbul,Female,Tel Aviv,Herzliya Hebrew Gymnasium,Tel Aviv University,EXEC,,5,48,21,Bachelor,80.8,88.5,0,0,0,1,1,1,0,0.31,81.8,legacy_referral,83,74.9,52100.0,0,,6.916666666666667,0,4,13180.0,1,1
MER-04,Merit-based,EMER0400062,CMER0400062,Yarden,Dahan,Yarden Dahan,Female,Herzliya,The New High School Herzliya,,EXEC,,5,49,30,High School,100.0,,0,1,0,0,0,0,0,0.2,96.2,none,75,86.0,53900.0,0,,6.25,1,4,0.0,1,1
MER-04,Merit-based,EMER0400069,CMER0400069,Neta,Dahan,Neta Dahan,Female,Herzliya,The New High School Herzliya,Reichman University,D03,EMER0400158,3,34,9,Master,100.0,96.6,0,0,0,0,0,0,0,0.04,95.0,none,54,79.1,23500.0,0,,4.5,1,3,-13566.666666666664,1,0
MER-04,Merit-based,EMER0400113,CMER0400113,Ariel,Ben-Ami,Ariel Ben-Ami,Male,Haifa,Hogim High School,,D01,EMER0400062,4,37,17,High School,87.0,,0,0,0,0,0,0,0,0.09,85.8,none,51,73.2,33500.0,0,,4.25,0,4,7000.0,1,0
MER-04,Merit-based,EMER0400125,CMER0400125,Nadav,Vaknin,Nadav Vaknin,Male,Netanya,Shapira High School Netanya,,D02,EMER0400062,4,41,17,High School,92.0,,0,0,0,0,0,0,0,0.14,90.6,none,54,74.9,33800.0,0,,4.5,0,4,-5120.0,1,0
MER-04,Merit-based,EMER0400130,CMER0400130,Yair,Vaknin,Yair Vaknin,Male,Herzliya,The New High School Herzliya,Reichman University,D01,EMER0400113,3,39,15,Bachelor,76.5,87.4,0,0,0,0,1,1,0,0.25,90.7,alumni_network,53,69.4,22600.0,0,,4.416666666666667,0,2,-4400.0,1,0
MER-04,Merit-based,EMER0400136,CMER0400136,Hila,Cohen,Hila Cohen,Female,Jerusalem,Gymnasia Rehavia,Hebrew University of Jerusalem,D03,EMER0400158,2,29,4,Bachelor,91.8,82.8,1,0,0,1,1,1,0,0.47,85.3,legacy_referral,19,63.7,14400.0,0,,1.5833333333333333,0,1,-8475.0,1,0
MER-04,Merit-based,EMER0400148,CMER0400148,Gal,Biton,Gal Biton,Female,Herzliya,The New High School Herzliya,Tel Aviv University,D01,EMER0400113,3,41,16,Bachelor,90.6,78.4,0,0,0,0,1,0,1,0.18,87.9,internal_source,31,76.0,22700.0,0,,2.5833333333333335,1,2,0.0,1,0
MER-04,Merit-based,EMER0400158,CMER0400158,David,Turgeman,David Turgeman,Male,Ashdod,Makif Aleph Ashdod,,D03,EMER0400062,4,39,15,High School,84.4,,0,0,0,0,0,0,0,0.03,91.3,none,99,69.3,34100.0,0,,8.25,0,4,5950.0,1,1
MER-04,Merit-based,EMER0400178,CMER0400178,Yuval,Nasser,Yuval Nasser,Male,Jerusalem,Leyada High School,Hebrew University of Jerusalem,D02,EMER0400125,3,32,9,Bachelor,85.6,87.6,0,0,0,0,0,0,0,0.15,88.1,none,44,78.4,23200.0,0,,3.6666666666666665,1,3,-4560.0,1,0
MER-04,Merit-based,EMER0400220,CMER0400220,David,Ohayon,David Ohayon,Male,Netanya,Rabin High School Netanya,The Open University of Israel,D02,EMER0400125,3,34,11,Bachelor,91.9,89.1,0,0,0,0,0,0,0,0.12,92.7,none,43,78.5,23200.0,0,,3.5833333333333335,1,3,-3833.333333333332,1,0
MER-05,Merit-based,EMER0500010,CMER0500010,Yael,Malka,Yael Malka,Female,Herzliya,The New High School Herzliya,Reichman University,D01,EMER0500023,4,37,12,Bachelor,91.6,85.2,1,0,0,0,0,0,0,0.16,85.2,referral,63,71.2,33600.0,0,,5.25,0,4,4211.1111111111095,1,1
MER-05,Merit-based,EMER0500023,CMER0500023,Amit,Peretz,Amit Peretz,Female,Ashdod,ORT Yad Leibovich Ashdod,Ben-Gurion University of the Negev,EXEC,,5,46,22,Bachelor,81.0,80.5,0,0,0,0,0,0,0,0.22,86.6,none,64,74.5,51000.0,0,,5.333333333333333,0,4,18933.333333333332,1,1
MER-05,Merit-based,EMER0500027,CMER0500027,Adi,Malka,Adi Malka,Female,Beersheba,Makif Vav Beersheba,Ben-Gurion University of the Negev,D02,EMER0500088,3,37,10,Bachelor,100.0,88.1,0,0,0,0,0,0,0,0.13,87.1,none,41,72.5,22600.0,0,,3.4166666666666665,0,2,200.0,1,0
MER-05,Merit-based,EMER0500030,CMER0500030,Gal,Abutbul,Gal Abutbul,Female,Beersheba,Makif Vav Beersheba,Ben-Gurion University of the Negev,D01,EMER0500010,3,36,7,Bachelor,88.0,78.6,0,0,0,0,0,0,0,0.07,78.6,none,50,68.5,22400.0,0,,4.166666666666667,0,2,2500.0,1,0
MER-05,Merit-based,EMER0500046,CMER0500046,Maya,Levi,Maya Levi,Female,Tel Aviv,Herzliya Hebrew Gymnasium,Ono Academic College,D01,EMER0500010,3,34,9,Master,69.9,93.7,1,0,0,0,0,0,0,0.16,83.7,referral,41,67.1,22100.0,0,,3.4166666666666665,0,2,-4125.0,1,0
MER-05,Merit-based,EMER0500060,CMER0500060,Einav,Dahan,Einav Dahan,Female,Holon,Ironi Gimel Holon,Ono Academic College,D03,EMER0500191,3,37,12,Master,87.4,99.0,1,0,0,0,0,1,0,0.27,84.8,alumni_network,48,67.9,22300.0,0,,4.0,0,2,1360.0,1,0
MER-05,Merit-based,EMER0500088,CMER0500088,Yair,Azoulay,Yair Azoulay,Male,Holon,Kugel High School,,D02,EMER0500023,4,35,15,High School,91.7,,0,0,0,0,0,0,0,0.07,87.4,none,81,76.6,35000.0,0,,6.75,1,4,66.66666666666424,1,1
MER-05,Merit-based,EMER0500102,CMER0500102,Roee,Vaknin,Roee Vaknin,Male,Petah Tikva,Golda High School,Ono Academic College,D01,EMER0500010,3,34,11,Bachelor,97.2,99.0,0,0,0,0,0,1,0,0.21,90.6,alumni_network,31,76.1,22700.0,0,,2.5833333333333335,1,2,-3240.0,1,0
MER-05,Merit-based,EMER0500123,CMER0500123,Yonatan,Mizrahi,Yonatan Mizrahi,Male,Ashkelon,ORT Afridar Ashkelon,Sapir College,D02,EMER0500088,3,38,12,Bachelor,75.1,84.7,0,0,0,0,0,0,0,0.23,77.8,none,53,72.8,22900.0,1,48.0,4.416666666666667,0,3,-5150.0,1,1
MER-05,Merit-based,EMER0500191,CMER0500191,Moran,Levi,Moran Levi,Female,Tel Aviv,Ironi Aleph High School,Tel Aviv University,D03,EMER0500023,4,36,12,Bachelor,79.6,78.3,0,0,0,1,1,0,0,0.35,88.9,legacy_referral,84,80.9,35800.0,0,,7.0,1,4,10800.0,1,1
MER-05,Merit-based,EMER0500194,CMER0500194,Hila,Dahan,Hila Dahan,Female,Tel Aviv,Herzliya Hebrew Gymnasium,Tel Aviv University,D01,EMER0500010,2,30,5,Bachelor,90.0,94.3,0,1,0,0,0,1,0,0.21,85.6,alumni_network,10,70.3,14600.0,0,,0.8333333333333334,0,1,-8450.0,1,0
MER-05,Merit-based,EMER0500225,CMER0500225,Omer,Mizrahi,Omer Mizrahi,Male,Tel Aviv,Herzliya Hebrew Gymnasium,Bar-Ilan University,D01,EMER0500010,3,34,9,Master,78.5,96.8,1,0,0,0,1,0,0,0.28,89.4,manager_endorsement,51,77.4,23300.0,0,,4.25,1,3,-7166.666666666668,1,0
MER-06,Merit-based,EMER0600037,CMER0600037,Gal,Berkowitz,Gal Berkowitz,Female,Petah Tikva,Brener High School Petah Tikva,Ono Academic College,D01,EMER0600125,3,34,11,Bachelor,65.6,86.3,0,0,0,0,1,0,0,0.06,76.5,internal_source,62,73.7,23200.0,1,10.0,5.166666666666667,0,3,350.0,1,1
MER-06,Merit-based,EMER0600057,CMER0600057,Eitan,Levi,Eitan Levi,Male,Petah Tikva,Golda High School,Bar-Ilan University,D01,EMER0600125,3,42,15,Bachelor,72.3,81.4,0,0,0,1,1,1,0,0.43,77.5,legacy_referral,32,65.5,21700.0,0,,2.6666666666666665,0,1,-7300.0,1,0
MER-06,Merit-based,EMER0600066,CMER0600066,Adi,Abutbul,Adi Abutbul,Female,Petah Tikva,Golda High School,Tel Aviv University,D01,EMER0600125,3,39,16,Bachelor,92.0,86.9,0,0,0,1,1,1,0,0.33,84.8,legacy_referral,23,72.5,22200.0,0,,1.9166666666666667,0,2,-200.0,1,0
MER-06,Merit-based,EMER0600075,CMER0600075,Rotem,Peretz,Rotem Peretz,Female,Petah Tikva,Golda High School,Bar-Ilan University,D03,EMER0600266,3,38,15,Bachelor,70.1,86.3,1,0,0,1,1,0,0,0.32,89.0,legacy_referral,73,75.3,23600.0,0,,6.083333333333333,1,3,-10042.857142857145,1,1
MER-06,Merit-based,EMER0600098,CMER0600098,Lior,Gabay,Lior Gabay,Male,Petah Tikva,Amit Bar Ilan Petah Tikva,Ono Academic College,D03,EMER0600266,3,38,12,Master,77.9,87.0,1,0,0,1,1,0,0,0.54,85.3,legacy_referral,47,65.7,22100.0,0,,3.9166666666666665,0,2,1675.0,1,0
MER-06,Merit-based,EMER0600107,CMER0600107,Amit,Peretz,Amit Peretz,Female,Jerusalem,Leyada High School,Hebrew University of Jerusalem,D02,EMER0600134,3,36,10,Master,100.0,96.1,0,0,0,0,0,0,0,0.22,93.3,none,56,72.4,22900.0,1,22.0,4.666666666666667,0,3,-5750.0,1,1
MER-06,Merit-based,EMER0600122,CMER0600122,Yair,Cohen,Yair Cohen,Male,Petah Tikva,Brener High School Petah Tikva,Tel Aviv University,D01,EMER0600125,3,39,12,Master,86.0,92.0,1,0,0,0,1,1,1,0.31,84.2,alumni_network,35,76.5,22800.0,0,,2.9166666666666665,1,2,0.0,1,0
MER-06,Merit-based,EMER0600125,CMER0600125,Ido,Katz,Ido Katz,Male,Bat Yam,ORT Ramat Yosef,,D01,EMER0600252,4,35,16,High School,100.0,,0,0,0,0,0,0,0,0.07,92.6,none,50,83.5,34800.0,0,,4.166666666666667,1,4,0.0,1,0
MER-06,Merit-based,EMER0600134,CMER0600134,Daniel,Ben-Ami,Daniel Ben-Ami,Male,Bat Yam,ORT Ramat Yosef,Tel Aviv University,D02,EMER0600252,4,40,17,Bachelor,85.6,90.7,0,0,0,0,0,1,0,0.15,98.6,alumni_network,61,83.0,35200.0,1,23.0,5.083333333333333,1,4,0.0,1,1
MER-06,Merit-based,EMER0600142,CMER0600142,Shira,Malka,Shira Malka,Female,Petah Tikva,Golda High School,Bar-Ilan University,D01,EMER0600125,2,27,4,Bachelor,92.4,88.5,0,1,0,1,1,0,0,0.49,69.7,legacy_referral,24,63.3,14400.0,0,,2.0,0,1,-766.6666666666661,1,0
MER-06,Merit-based,EMER0600150,CMER0600150,Amit,Azoulay,Amit Azoulay,Female,Petah Tikva,Brener High School Petah Tikva,Ono Academic College,D02,EMER0600134,3,39,12,Bachelor,95.8,92.1,0,0,0,0,1,0,0,0.21,90.5,internal_source,51,85.8,24100.0,0,,4.25,1,3,0.0,1,0
MER-06,Merit-based,EMER0600174,CMER0600174,Amit,Sharabi,Amit Sharabi,Male,Petah Tikva,Golda High School,Tel Aviv University,D02,EMER0600134,3,34,11,Bachelor,86.9,85.6,0,0,0,1,1,0,0,0.19,91.2,legacy_referral,39,77.9,23000.0,1,25.0,3.25,1,3,-14000.0,1,1
MER-06,Merit-based,EMER0600197,CMER0600197,Ariel,Friedman,Ariel Friedman,Male,Petah Tikva,Brener High School Petah Tikva,Bar-Ilan University,D02,EMER0600134,3,38,12,Bachelor,98.2,99.0,0,0,0,0,1,1,0,0.26,85.5,alumni_network,79,73.9,23600.0,1,50.0,6.583333333333333,0,3,-14150.0,1,1
MER-06,Merit-based,EMER0600206,CMER0600206,Roni,Cohen,Roni Cohen,Female,Petah Tikva,Golda High School,Bar-Ilan University,D03,EMER0600266,3,42,19,Bachelor,71.9,77.9,0,0,0,1,1,0,1,0.39,81.0,legacy_referral,48,72.6,22800.0,1,8.0,4.0,0,2,-600.0,1,1
MER-06,Merit-based,EMER0600212,CMER0600212,Tamar,Katz,Tamar Katz,Female,Petah Tikva,Golda High School,Tel Aviv University,D01,EMER0600125,3,34,11,Bachelor,83.9,89.2,1,0,0,0,1,1,0,0.28,76.6,alumni_network,37,78.0,23000.0,0,,3.0833333333333335,1,3,-19466.666666666664,1,0
MER-06,Merit-based,EMER0600222,CMER0600222,Noam,Azoulay,Noam Azoulay,Male,Petah Tikva,Golda High School,Ono Academic College,D01,EMER0600125,3,35,9,Bachelor,97.7,83.9,0,0,0,1,1,0,0,0.29,84.3,legacy_referral,53,78.4,23400.0,0,,4.416666666666667,1,3,-4360.0,1,0
MER-06,Merit-based,EMER0600252,CMER0600252,Hila,Dahan,Hila Dahan,Female,Petah Tikva,Golda High School,Ono Academic College,EXEC,,5,49,26,Bachelor,91.3,93.4,0,0,0,0,1,0,0,0.22,92.8,internal_source,92,81.4,53400.0,0,,7.666666666666667,1,4,0.0,1,1
MER-06,Merit-based,EMER0600253,CMER0600253,Ori,Ohayon,Ori Ohayon,Male,Petah Tikva,Golda High School,Tel Aviv University,D01,EMER0600125,3,37,14,Bachelor,87.0,85.5,1,0,0,0,1,1,0,0.39,93.3,alumni_network,51,62.2,21900.0,1,47.0,4.25,0,2,2333.333333333332,1,1
MER-06,Merit-based,EMER0600266,CMER0600266,Adi,Ohayon,Adi Ohayon,Female,Petah Tikva,Brener High School Petah Tikva,,D03,EMER0600252,4,41,17,High School,91.2,,0,0,0,0,1,0,0,0.09,89.8,internal_source,67,75.2,34300.0,1,56.0,5.583333333333333,1,4,7533.333333333332,1,1
MER-07,Merit-based,EMER0700073,CMER0700073,Rotem,Sasson,Rotem Sasson,Female,Jerusalem,Gymnasia Rehavia,,D01,EMER0700146,4,30,11,High School,99.1,,0,0,0,0,1,0,0,0.21,90.8,internal_source,45,69.0,32700.0,0,,3.75,0,3,7033.333333333332,1,0
MER-07,Merit-based,EMER0700083,CMER0700083,David,Levi,David Levi,Male,Modi'in-Maccabim-Re'ut,Yachad High School Modi'in,Bar-Ilan University,D02,EMER0700135,2,28,4,Bachelor,83.9,93.7,1,0,0,0,0,0,0,0.12,88.1,referral,35,77.0,15400.0,0,,2.9166666666666665,1,1,-15200.0,1,0
MER-07,Merit-based,EMER0700104,CMER0700104,Roee,Halabi,Roee Halabi,Male,Jerusalem,Gymnasia Rehavia,The Open University of Israel,D03,EMER0700222,3,35,10,Bachelor,94.8,89.7,0,0,0,0,1,0,0,0.19,80.6,internal_source,48,73.6,22800.0,0,,4.0,0,2,-3766.666666666668,1,0
MER-07,Merit-based,EMER0700135,CMER0700135,Yair,Sharabi,Yair Sharabi,Male,Jerusalem,Leyada High School,Hebrew University of Jerusalem,D02,EMER0700146,4,42,14,Master,77.5,87.1,0,0,0,1,1,0,0,0.36,78.7,legacy_referral,66,75.3,34400.0,0,,5.5,1,4,757.1428571428551,1,1
MER-07,Merit-based,EMER0700146,CMER0700146,Tamar,Friedman,Tamar Friedman,Female,Tel Aviv,Herzliya Hebrew Gymnasium,Reichman University,EXEC,,5,39,15,Bachelor,82.5,85.9,0,0,0,0,0,0,0,0.14,92.2,none,82,79.5,52900.0,0,,6.833333333333333,1,4,9100.0,1,1
MER-07,Merit-based,EMER0700222,CMER0700222,Yael,Ohayon,Yael Ohayon,Female,Jerusalem,Leyada High School,Bar-Ilan University,D03,EMER0700146,4,42,15,Bachelor,62.3,78.7,1,0,0,1,1,0,0,0.41,73.9,legacy_referral,15,58.4,30300.0,0,,1.25,0,3,8100.0,1,0
MER-08,Merit-based,EMER0800013,CMER0800013,Yarden,Cohen,Yarden Cohen,Female,Haifa,The Hebrew Reali School,Technion,D02,EMER0800217,3,35,10,Bachelor,93.8,87.5,0,0,0,0,0,0,0,0.21,88.6,none,59,69.1,22700.0,0,,4.916666666666667,0,2,-4925.0,1,0
MER-08,Merit-based,EMER0800070,CMER0800070,Yael,Dahan,Yael Dahan,Female,Haifa,Hogim High School,University of Haifa,D03,EMER0800222,3,41,14,Bachelor,89.7,76.8,0,0,0,0,1,1,0,0.33,86.7,alumni_network,44,69.5,22400.0,0,,3.6666666666666665,0,2,-2433.333333333332,1,0
MER-08,Merit-based,EMER0800143,CMER0800143,Shira,Mor,Shira Mor,Female,Beersheba,Makif Aleph Beersheba,Ben-Gurion University of the Negev,D01,EMER0800208,2,29,5,Bachelor,95.3,99.0,0,0,0,0,0,0,0,0.19,85.9,none,39,76.1,15400.0,0,,3.25,1,1,-10540.0,1,0
